Date,Storm Name,Latitude,Longitude,Avg. Wind speed (kt)
12/24/2012 12:00:00 AM,WUKONG,7.8,132.6,0
12/24/2012 6:00:00 AM,WUKONG,9,131.7,0
12/24/2012 12:00:00 PM,WUKONG,9.3,130.9,0
12/24/2012 6:00:00 PM,WUKONG,9.7,130,0
12/25/2012 12:00:00 AM,WUKONG,10.1,128.8,35
12/25/2012 6:00:00 AM,WUKONG,10.2,127.2,40
12/25/2012 12:00:00 PM,WUKONG,10.4,126.3,40
12/25/2012 6:00:00 PM,WUKONG,10.6,124.7,40
12/26/2012 12:00:00 AM,WUKONG,10.4,123.3,35
12/26/2012 6:00:00 AM,WUKONG,10.2,122,35
12/26/2012 12:00:00 PM,WUKONG,10,120.4,35
12/26/2012 6:00:00 PM,WUKONG,10.5,119,35
12/27/2012 12:00:00 AM,WUKONG,10.3,117.4,35
12/27/2012 6:00:00 AM,WUKONG,10.2,115.9,35
12/27/2012 12:00:00 PM,WUKONG,10.1,114.8,35
12/27/2012 6:00:00 PM,WUKONG,10.1,113.6,35
12/28/2012 12:00:00 AM,WUKONG,9.7,112.5,35
12/28/2012 6:00:00 AM,WUKONG,8.7,111,0
12/28/2012 12:00:00 PM,WUKONG,8.2,109.8,0
12/28/2012 6:00:00 PM,WUKONG,7.7,108.4,0
12/29/2012 12:00:00 AM,WUKONG,7.4,107.3,0
12/29/2012 6:00:00 AM,WUKONG,7,106,0
12/29/2012 12:00:00 PM,WUKONG,7.1,104.9,0
7/18/2012 12:00:00 PM,VICENTE,15,128.6,0
7/18/2012 6:00:00 PM,VICENTE,15,127.6,0
7/19/2012 12:00:00 AM,VICENTE,15.1,126.9,0
7/19/2012 6:00:00 AM,VICENTE,15.3,126.2,0
7/19/2012 12:00:00 PM,VICENTE,15.5,125.6,0
7/19/2012 6:00:00 PM,VICENTE,15.8,124.9,0
7/20/2012 12:00:00 AM,VICENTE,16.2,124.3,0
7/20/2012 6:00:00 AM,VICENTE,17.1,123.4,0
7/20/2012 12:00:00 PM,VICENTE,18.5,122.7,0
7/20/2012 6:00:00 PM,VICENTE,19,120.5,0
7/21/2012 12:00:00 AM,VICENTE,18.7,118.6,0
7/21/2012 6:00:00 AM,VICENTE,18.7,117.6,0
7/21/2012 12:00:00 PM,VICENTE,18.8,116.6,35
7/21/2012 6:00:00 PM,VICENTE,18.8,115.7,40
7/22/2012 12:00:00 AM,VICENTE,18.8,115.3,45
7/22/2012 6:00:00 AM,VICENTE,18.7,115.1,45
7/22/2012 12:00:00 PM,VICENTE,18.8,115.1,45
7/22/2012 6:00:00 PM,VICENTE,19.2,115.3,50
7/23/2012 12:00:00 AM,VICENTE,19.7,115.2,50
7/23/2012 6:00:00 AM,VICENTE,20.5,114.8,60
7/23/2012 12:00:00 PM,VICENTE,21,114.2,70
7/23/2012 6:00:00 PM,VICENTE,21.7,113.4,80
7/24/2012 12:00:00 AM,VICENTE,22.3,112.1,60
7/24/2012 6:00:00 AM,VICENTE,23,110.5,50
7/24/2012 12:00:00 PM,VICENTE,23.3,108.7,40
7/24/2012 6:00:00 PM,VICENTE,23.1,107.1,0
7/25/2012 12:00:00 AM,VICENTE,22.9,105.5,0
7/25/2012 6:00:00 AM,VICENTE,22.6,104.3,0
8/17/2012 6:00:00 AM,TEMBIN,21.4,125.9,0
8/17/2012 12:00:00 PM,TEMBIN,20.8,125.7,0
8/17/2012 6:00:00 PM,TEMBIN,19.9,125.9,0
8/18/2012 12:00:00 AM,TEMBIN,19,126,0
8/18/2012 6:00:00 AM,TEMBIN,18.7,125.8,0
8/18/2012 12:00:00 PM,TEMBIN,18.3,125.4,0
8/18/2012 6:00:00 PM,TEMBIN,17.8,125,0
8/19/2012 12:00:00 AM,TEMBIN,17.6,124.8,0
8/19/2012 6:00:00 AM,TEMBIN,17.4,124.8,35
8/19/2012 12:00:00 PM,TEMBIN,17.6,124.7,40
8/19/2012 6:00:00 PM,TEMBIN,17.7,124.6,45
8/20/2012 12:00:00 AM,TEMBIN,18,124.8,55
8/20/2012 6:00:00 AM,TEMBIN,18.4,124.9,70
8/20/2012 12:00:00 PM,TEMBIN,18.8,125.2,80
8/20/2012 6:00:00 PM,TEMBIN,19.5,125.3,80
8/21/2012 12:00:00 AM,TEMBIN,20.2,125.4,80
8/21/2012 6:00:00 AM,TEMBIN,21.1,125.4,80
8/21/2012 12:00:00 PM,TEMBIN,21.7,125.2,80
8/21/2012 6:00:00 PM,TEMBIN,22.1,125,75
8/22/2012 12:00:00 AM,TEMBIN,22.4,124.5,70
8/22/2012 6:00:00 AM,TEMBIN,22.4,124.3,70
8/22/2012 12:00:00 PM,TEMBIN,22.5,124.2,70
8/22/2012 6:00:00 PM,TEMBIN,22.5,123.9,70
8/23/2012 12:00:00 AM,TEMBIN,22.5,123.6,80
8/23/2012 6:00:00 AM,TEMBIN,22.6,123.1,80
8/23/2012 12:00:00 PM,TEMBIN,22.7,122.5,80
8/23/2012 6:00:00 PM,TEMBIN,22.4,121.3,75
8/24/2012 12:00:00 AM,TEMBIN,22.1,120.5,65
8/24/2012 6:00:00 AM,TEMBIN,22.3,119.7,65
8/24/2012 12:00:00 PM,TEMBIN,22.4,119.3,65
8/24/2012 6:00:00 PM,TEMBIN,22.5,118.7,65
8/25/2012 12:00:00 AM,TEMBIN,22.5,118.4,65
8/25/2012 6:00:00 AM,TEMBIN,22.3,117.8,65
8/25/2012 12:00:00 PM,TEMBIN,21.9,117.1,65
8/25/2012 6:00:00 PM,TEMBIN,21.4,116.7,65
8/26/2012 12:00:00 AM,TEMBIN,21.1,116.7,65
8/26/2012 6:00:00 AM,TEMBIN,20.8,116.7,70
8/26/2012 12:00:00 PM,TEMBIN,20.5,116.9,70
8/26/2012 6:00:00 PM,TEMBIN,20.4,117.4,70
8/27/2012 12:00:00 AM,TEMBIN,20.2,118,70
8/27/2012 6:00:00 AM,TEMBIN,20.7,118.6,70
8/27/2012 12:00:00 PM,TEMBIN,21.4,119.9,70
8/27/2012 6:00:00 PM,TEMBIN,21.8,120.9,70
8/28/2012 12:00:00 AM,TEMBIN,22.8,122,65
8/28/2012 3:00:00 AM,TEMBIN,23.3,122.4,65
8/28/2012 6:00:00 AM,TEMBIN,23.9,122.8,65
8/28/2012 9:00:00 AM,TEMBIN,24.7,123.2,65
8/28/2012 12:00:00 PM,TEMBIN,25.1,123.6,60
8/28/2012 3:00:00 PM,TEMBIN,25.6,123.6,60
8/28/2012 6:00:00 PM,TEMBIN,26.2,123.7,55
8/29/2012 12:00:00 AM,TEMBIN,27.1,123.8,55
8/29/2012 6:00:00 AM,TEMBIN,28.8,124.2,55
8/29/2012 12:00:00 PM,TEMBIN,30.5,124.9,55
8/29/2012 6:00:00 PM,TEMBIN,32.3,125,55
8/30/2012 12:00:00 AM,TEMBIN,33.8,126.6,50
8/30/2012 6:00:00 AM,TEMBIN,36,128,45
8/30/2012 12:00:00 PM,TEMBIN,36.5,129.4,0
8/30/2012 6:00:00 PM,TEMBIN,38.4,131.2,0
8/31/2012 12:00:00 AM,TEMBIN,38.5,131.4,0
8/31/2012 6:00:00 AM,TEMBIN,38.6,131.9,0
8/31/2012 12:00:00 PM,TEMBIN,38.6,132.2,0
8/31/2012 6:00:00 PM,TEMBIN,39.2,132.2,0
9/1/2012 12:00:00 AM,TEMBIN,39.2,132.2,0
6/16/2012 6:00:00 AM,TALIM,19,112.1,0
6/16/2012 12:00:00 PM,TALIM,19.2,112.1,0
6/16/2012 6:00:00 PM,TALIM,19.5,111.8,0
6/17/2012 12:00:00 AM,TALIM,19.4,111.2,0
6/17/2012 6:00:00 AM,TALIM,18.8,111.2,35
6/17/2012 12:00:00 PM,TALIM,18.6,111.5,35
6/17/2012 6:00:00 PM,TALIM,18.5,111.9,40
6/18/2012 12:00:00 AM,TALIM,18.6,112.3,40
6/18/2012 6:00:00 AM,TALIM,18.8,112.8,40
6/18/2012 12:00:00 PM,TALIM,19.2,113.4,40
6/18/2012 6:00:00 PM,TALIM,19.3,114.1,40
6/19/2012 12:00:00 AM,TALIM,19.6,114.9,45
6/19/2012 6:00:00 AM,TALIM,20,115.6,50
6/19/2012 12:00:00 PM,TALIM,20.8,116.4,50
6/19/2012 6:00:00 PM,TALIM,21.8,116.8,50
6/20/2012 12:00:00 AM,TALIM,22.7,117.8,45
6/20/2012 6:00:00 AM,TALIM,23.5,118.9,40
6/20/2012 12:00:00 PM,TALIM,24.2,120.2,35
6/20/2012 6:00:00 PM,TALIM,24.7,121.4,0
10/21/2012 12:00:00 PM,SON-TINH,6.4,135,0
10/21/2012 6:00:00 PM,SON-TINH,6.9,133.7,0
10/22/2012 12:00:00 AM,SON-TINH,7.4,133.4,0
10/22/2012 6:00:00 AM,SON-TINH,8,132.7,0
10/22/2012 12:00:00 PM,SON-TINH,8.6,131.9,0
10/22/2012 6:00:00 PM,SON-TINH,8.8,131,0
10/23/2012 12:00:00 AM,SON-TINH,8.4,130,0
10/23/2012 6:00:00 AM,SON-TINH,8,128.9,0
10/23/2012 12:00:00 PM,SON-TINH,8.3,128.1,35
10/23/2012 6:00:00 PM,SON-TINH,8.8,127.5,35
10/24/2012 12:00:00 AM,SON-TINH,10,126.3,35
10/24/2012 6:00:00 AM,SON-TINH,10.8,124.9,35
10/24/2012 12:00:00 PM,SON-TINH,11.4,123.9,35
10/24/2012 6:00:00 PM,SON-TINH,11.9,122.3,40
10/25/2012 12:00:00 AM,SON-TINH,12.8,120.9,40
10/25/2012 6:00:00 AM,SON-TINH,14,119.6,40
10/25/2012 12:00:00 PM,SON-TINH,14.4,117.6,40
10/25/2012 6:00:00 PM,SON-TINH,14.4,116.8,40
10/26/2012 12:00:00 AM,SON-TINH,14.6,115.6,45
10/26/2012 6:00:00 AM,SON-TINH,14.9,114.8,55
10/26/2012 12:00:00 PM,SON-TINH,15.5,113.6,55
10/26/2012 6:00:00 PM,SON-TINH,16.1,112.2,60
10/27/2012 12:00:00 AM,SON-TINH,16.5,111,60
10/27/2012 6:00:00 AM,SON-TINH,17,109.7,70
10/27/2012 12:00:00 PM,SON-TINH,17.5,108.9,85
10/27/2012 6:00:00 PM,SON-TINH,18.1,107.8,80
10/28/2012 12:00:00 AM,SON-TINH,18.4,107.5,75
10/28/2012 6:00:00 AM,SON-TINH,19.2,107.1,70
10/28/2012 12:00:00 PM,SON-TINH,19.8,106.7,60
10/28/2012 6:00:00 PM,SON-TINH,20.7,106.6,45
10/29/2012 12:00:00 AM,SON-TINH,21.3,107,35
10/29/2012 6:00:00 AM,SON-TINH,21.5,107.1,0
10/29/2012 12:00:00 PM,SON-TINH,21.8,107.6,0
7/26/2012 6:00:00 PM,SAOLA,10.6,130.5,0
7/27/2012 12:00:00 AM,SAOLA,10.6,130,0
7/27/2012 6:00:00 AM,SAOLA,12,129.3,0
7/27/2012 12:00:00 PM,SAOLA,12.9,127.9,0
7/27/2012 6:00:00 PM,SAOLA,13.6,127.5,0
7/28/2012 12:00:00 AM,SAOLA,14.5,126.8,35
7/28/2012 6:00:00 AM,SAOLA,15.3,126.3,40
7/28/2012 12:00:00 PM,SAOLA,15.8,126,40
7/28/2012 6:00:00 PM,SAOLA,16.2,125.5,45
7/29/2012 12:00:00 AM,SAOLA,17,124.9,55
7/29/2012 6:00:00 AM,SAOLA,17.5,124.7,55
7/29/2012 12:00:00 PM,SAOLA,18.2,124.4,55
7/29/2012 6:00:00 PM,SAOLA,18.9,124.9,55
7/30/2012 12:00:00 AM,SAOLA,19.5,125.2,55
7/30/2012 6:00:00 AM,SAOLA,20.1,124.8,55
7/30/2012 12:00:00 PM,SAOLA,20.5,124.5,55
7/30/2012 6:00:00 PM,SAOLA,20.8,124,60
7/31/2012 12:00:00 AM,SAOLA,21,124.1,60
7/31/2012 6:00:00 AM,SAOLA,21.3,124.2,60
7/31/2012 12:00:00 PM,SAOLA,21.7,124.1,60
7/31/2012 3:00:00 PM,SAOLA,22,123.9,60
7/31/2012 6:00:00 PM,SAOLA,22.3,123.7,65
7/31/2012 9:00:00 PM,SAOLA,22.4,123.7,65
8/1/2012 12:00:00 AM,SAOLA,22.7,123.6,65
8/1/2012 3:00:00 AM,SAOLA,23,123.5,65
8/1/2012 6:00:00 AM,SAOLA,23.4,123.4,70
8/1/2012 9:00:00 AM,SAOLA,23.7,123.2,70
8/1/2012 12:00:00 PM,SAOLA,23.9,123,70
8/1/2012 3:00:00 PM,SAOLA,24,122.6,70
8/1/2012 6:00:00 PM,SAOLA,23.7,122.2,70
8/1/2012 9:00:00 PM,SAOLA,23.5,122.3,65
8/2/2012 12:00:00 AM,SAOLA,23.8,122.6,60
8/2/2012 3:00:00 AM,SAOLA,24.4,122.6,55
8/2/2012 6:00:00 AM,SAOLA,25,122.4,50
8/2/2012 9:00:00 AM,SAOLA,25.4,121.9,50
